id_solicitacao,data_solicitacao,cpf_cliente,produto,valor_solicitado,status,canal_entrada,cidade,analista_responsavel
321,23/01/2025,12821561410,Emprestimo,22275.0,Aprovado,App,Campinas,Fernanda
322,25/02/2025,73200041552,Emprestimo,,Negado,Web,Curitiba,Fernanda
323,2025-01-29,30529309680,Emprestimo,116770.0,Pendente,Web,Recife,Julia
324,14/02/2025,42903695630,Emprestimo,,Pendente,Web,Rio de Janeiro,Carlos
325,03/01/2025,25427190711,Emprestimo,,Pendente,Web,Curitiba,Fernanda
326,2025/01/22,52370842995,Cartao,36099.0,Aprovado,Web,Salvador,Fernanda
327,2025/01/21,93019973121,Cartao,,Aprovado,App,Curitiba,Fernanda
328,2025-01-06,77234531931,Financiamento,,Negado,Web,Rio de Janeiro,Fernanda
329,2025-01-31,25284677140,Financiamento,,Aprovado,Web,Salvador,Fernanda
330,2025/02/25,29652873254,Emprestimo,109291.0,Negado,Web,Goiania,Marcos
331,2025/01/07,64632365265,Financiamento,8826.0,Pendente,Agencia,Recife,Fernanda
332,23/01/2025,28644937978,Cartao,16469.0,Pendente,Agencia,Belo Horizonte,Carlos
333,2025/01/08,35553152623,Emprestimo,,Pendente,App,Sao Paulo,Julia
334,2025-01-07,61437762837,Financiamento,,Aprovado,Web,Campinas,Carlos
335,2025/02/07,52645725052,Financiamento,64507.0,Pendente,App,Curitiba,Lucas
336,2025-02-28,27383944394,Financiamento,39385.0,Pendente,App,Recife,Fernanda
337,2025/01/14,18692346569,Cartao,13984.0,Pendente,Web,Rio de Janeiro,Carlos
338,2025-01-28,21034928909,Emprestimo,,Aprovado,App,Sao Paulo,Julia
339,2025/02/19,79994323863,Financiamento,,Pendente,Agencia,Curitiba,Lucas
340,2025/01/21,26807385653,Financiamento,14719.0,Pendente,Web,Porto Alegre,Lucas
341,2025-01-15,81537792015,Cartao,63980.0,Negado,App,Recife,Fernanda
342,16/01/2025,13112282349,Emprestimo,,Pendente,Agencia,Belo Horizonte,Fernanda
343,2025-01-22,87248101654,Cartao,7100.0,Aprovado,Agencia,Rio de Janeiro,Fernanda
344,15/01/2025,14011682044,Cartao,12945.0,Pendente,App,Goiania,Ana
345,13/02/2025,49819760160,Cartao,102180.0,Aprovado,App,Goiania,Ana
346,06/01/2025,77086894144,Cartao,14037.0,Negado,Web,Sao Paulo,Marcos
347,2025/02/28,44623560879,Financiamento,18961.0,Negado,Web,Belo Horizonte,Marcos
348,14/02/2025,10393741994,Financiamento,16252.0,Pendente,Agencia,Salvador,Fernanda
349,2025/01/03,79176169561,Emprestimo,,Aprovado,Web,Recife,Marcos
350,2025-02-23,19423420620,Financiamento,,Aprovado,App,Belo Horizonte,Julia
351,2025-01-31,14544598546,Financiamento,,Negado,Agencia,Goiania,Fernanda
352,2025-01-11,96552280217,Emprestimo,,Negado,App,Recife,Fernanda
353,2025/01/28,12818839690,Financiamento,,Negado,Web,Fortaleza,Marcos
354,06/02/2025,84073189296,Financiamento,,Negado,Web,Recife,Marcos
355,2025/01/04,44561419654,Emprestimo,24943.0,Aprovado,App,Sao Paulo,Marcos
356,2025/01/31,71522259999,Financiamento,66286.0,Aprovado,Web,Recife,Ana
357,2025/02/23,45327655890,Financiamento,14747.0,Pendente,Agencia,Recife,Marcos
358,16/01/2025,85870068822,Emprestimo,100583.0,Aprovado,App,Porto Alegre,Julia
359,20/02/2025,86731126622,Emprestimo,6616.0,Aprovado,App,Campinas,Lucas
360,2025-01-22,96477498010,Emprestimo,,Aprovado,Agencia,Salvador,Lucas
361,2025/02/09,66344407166,Financiamento,56271.0,Pendente,App,Curitiba,Fernanda
362,2025/02/17,39973905569,Emprestimo,64517.0,Aprovado,Web,Rio de Janeiro,Lucas
363,2025-02-20,84226130119,Cartao,19485.0,Pendente,Web,Goiania,Lucas
364,2025-02-26,25242829318,Cartao,1303.0,Aprovado,Web,Rio de Janeiro,Julia
365,2025-02-13,18688652050,Financiamento,1191.0,Aprovado,Agencia,Fortaleza,Marcos
366,07/01/2025,53598143504,Financiamento,,Pendente,Agencia,Porto Alegre,Fernanda
367,2025-03-01,95030560247,Cartao,11576.0,Pendente,App,Campinas,Marcos
368,2025/02/22,93723603471,Emprestimo,,Aprovado,Web,Fortaleza,Fernanda
369,18/01/2025,48340988291,Financiamento,9218.0,Aprovado,App,Curitiba,Julia
370,2025/02/26,76227886377,Cartao,114104.0,Aprovado,Agencia,Recife,Julia
371,2025/01/26,27759344007,Emprestimo,2988.0,Aprovado,Agencia,Rio de Janeiro,Fernanda
372,2025/01/19,60489537059,Cartao,,Negado,App,Sao Paulo,Carlos
373,15/02/2025,35033887267,Cartao,81295.0,Aprovado,Web,Sao Paulo,Ana
374,07/01/2025,20804240597,Emprestimo,109885.0,Negado,App,Salvador,Julia
375,22/02/2025,40648279658,Financiamento,,Pendente,Web,Rio de Janeiro,Ana
376,2025/02/01,64748076961,Cartao,,Aprovado,App,Salvador,Marcos
377,2025-02-27,18553236564,Emprestimo,22509.0,Negado,Web,Porto Alegre,Ana
378,2025-01-15,37805098158,Emprestimo,,Aprovado,App,Campinas,Julia
379,13/01/2025,27548786041,Cartao,30533.0,Aprovado,Agencia,Porto Alegre,Ana
380,11/02/2025,53280598670,Cartao,1305.0,Aprovado,Web,Sao Paulo,Carlos
381,2025-01-12,92593357743,Cartao,19854.0,Aprovado,Agencia,Goiania,Ana
382,2025-02-28,49369818071,Cartao,,Aprovado,Agencia,Campinas,Ana
383,2025/02/10,95798833287,Emprestimo,,Pendente,Web,Curitiba,Julia
384,2025-02-07,11839901433,Financiamento,5811.0,Aprovado,App,Curitiba,Marcos
385,10/01/2025,50050439085,Financiamento,,Aprovado,Agencia,Porto Alegre,Carlos
386,2025/01/03,93015481402,Emprestimo,5521.0,Pendente,Web,Goiania,Julia
387,2025-02-18,54496189188,Cartao,81981.0,Aprovado,Agencia,Fortaleza,Julia
388,23/02/2025,36198388168,Cartao,18233.0,Negado,Agencia,Recife,Carlos
389,2025-02-15,98136411496,Cartao,113744.0,Aprovado,App,Rio de Janeiro,Fernanda
390,12/01/2025,37155742171,Financiamento,111570.0,Negado,Web,Fortaleza,Ana
391,2025-02-05,77203710828,Cartao,106317.0,Pendente,Web,Belo Horizonte,Marcos
392,2025-02-13,62222298294,Financiamento,90330.0,Negado,App,Curitiba,Carlos
393,2025/02/22,43750409383,Financiamento,75056.0,Negado,Web,Porto Alegre,Julia
394,2025-02-14,57362857810,Emprestimo,105227.0,Pendente,App,Recife,Carlos
395,2025-01-24,17333805399,Cartao,14377.0,Negado,Web,Salvador,Lucas
396,2025-01-21,98624381073,Cartao,89046.0,Aprovado,Web,Goiania,Fernanda
397,2025-03-01,96516792021,Financiamento,7810.0,Pendente,Agencia,Sao Paulo,Lucas
398,2025-02-05,72724711187,Cartao,,Aprovado,Agencia,Porto Alegre,Ana
399,2025-02-17,59091436921,Emprestimo,16793.0,Pendente,Agencia,Sao Paulo,Julia
400,2025/01/06,60640035172,Cartao,50346.0,Negado,Web,Campinas,Ana
401,2025/01/06,29361554877,Emprestimo,12318.0,Pendente,Agencia,Campinas,Ana
402,2025-01-05,99354721459,Cartao,1846.0,Negado,Agencia,Fortaleza,Marcos
403,25/01/2025,56494753670,Emprestimo,1696.0,Pendente,Web,Salvador,Fernanda
404,2025-02-17,18978164330,Cartao,,Pendente,Web,Salvador,Julia
405,14/01/2025,95316357334,Cartao,10089.0,Pendente,App,Sao Paulo,Julia
406,2025/03/01,46808259001,Financiamento,32844.0,Aprovado,Agencia,Sao Paulo,Ana
407,2025-02-23,52353767625,Cartao,11855.0,Negado,App,Recife,Marcos
408,2025-01-29,41400284122,Cartao,,Aprovado,Agencia,Porto Alegre,Julia
409,14/01/2025,31195164541,Financiamento,26217.0,Aprovado,Agencia,Campinas,Fernanda
410,2025/02/02,11160883137,Emprestimo,3957.0,Aprovado,Web,Salvador,Lucas
411,03/01/2025,97281587163,Emprestimo,,Pendente,Agencia,Salvador,Ana
412,01/02/2025,94724532272,Cartao,35177.0,Pendente,App,Fortaleza,Marcos
413,2025-02-14,50975338338,Emprestimo,10305.0,Aprovado,Web,Belo Horizonte,Marcos
414,2025/02/15,49994826117,Emprestimo,11269.0,Negado,App,Goiania,Marcos
415,02/02/2025,45352410125,Cartao,95147.0,Negado,Agencia,Fortaleza,Ana
416,2025/02/26,15498665857,Cartao,,Pendente,App,Curitiba,Marcos
417,2025-01-12,18363096900,Cartao,80416.0,Negado,Web,Salvador,Fernanda
418,2025-01-08,60295033322,Cartao,26090.0,Negado,Web,Curitiba,Marcos
419,12/02/2025,28666797688,Cartao,7157.0,Aprovado,App,Sao Paulo,Julia
420,2025/01/26,69634052676,Emprestimo,,Pendente,Agencia,Belo Horizonte,Ana
421,2025-01-07,64009880751,Cartao,,Negado,App,Recife,Ana
422,2025/01/02,43541308436,Emprestimo,4036.0,Pendente,App,Curitiba,Ana
423,2025/02/07,27667451163,Cartao,19617.0,Negado,App,Salvador,Julia
424,2025/01/08,19451032197,Emprestimo,817.0,Negado,Web,Belo Horizonte,Julia
425,2025/02/24,29864617446,Cartao,,Aprovado,Web,Recife,Marcos
426,2025/01/10,66535487175,Cartao,12890.0,Aprovado,App,Sao Paulo,Fernanda
427,28/01/2025,20032138840,Emprestimo,,Aprovado,Agencia,Goiania,Lucas
428,2025-02-28,82623894683,Emprestimo,73179.0,Pendente,Web,Porto Alegre,Ana
429,2025-02-14,38282764469,Financiamento,,Negado,Agencia,Rio de Janeiro,Julia
430,2025/01/26,71491448240,Financiamento,5052.0,Pendente,App,Rio de Janeiro,Fernanda
431,02/02/2025,85856735712,Emprestimo,12985.0,Negado,Agencia,Campinas,Lucas
432,22/02/2025,94805441684,Cartao,84144.0,Aprovado,App,Sao Paulo,Marcos
433,2025/01/02,90201086366,Emprestimo,,Aprovado,Web,Rio de Janeiro,Ana
434,2025-02-18,87548365717,Cartao,,Negado,Agencia,Rio de Janeiro,Lucas
435,12/02/2025,11512241637,Cartao,17003.0,Pendente,App,Goiania,Lucas
436,2025/01/24,80988428209,Financiamento,4650.0,Pendente,App,Belo Horizonte,Marcos
437,2025/03/01,97195520564,Emprestimo,10628.0,Aprovado,Agencia,Sao Paulo,Julia
438,2025/01/16,49639345355,Emprestimo,,Negado,Agencia,Rio de Janeiro,Julia
439,2025-01-11,21854375988,Emprestimo,93008.0,Aprovado,Web,Porto Alegre,Lucas
440,2025/02/12,78086406832,Cartao,6230.0,Pendente,Agencia,Fortaleza,Julia
441,2025/01/29,43074823580,Financiamento,37895.0,Pendente,App,Rio de Janeiro,Carlos
442,2025-01-04,47162652015,Cartao,,Aprovado,App,Sao Paulo,Lucas
443,2025-02-27,98668698228,Cartao,12911.0,Pendente,App,Sao Paulo,Fernanda
444,01/01/2025,95253313421,Financiamento,,Pendente,App,Recife,Julia
445,2025-01-15,43702308792,Cartao,99534.0,Pendente,Web,Campinas,Marcos
446,12/02/2025,98402843968,Cartao,,Aprovado,App,Fortaleza,Marcos
447,2025-01-12,70268593595,Cartao,78057.0,Negado,App,Salvador,Marcos
448,28/02/2025,39888509390,Emprestimo,,Negado,Web,Belo Horizonte,Carlos
449,23/01/2025,61179480952,Financiamento,,Negado,Agencia,Rio de Janeiro,Ana
450,2025/02/13,80060456383,Financiamento,,Pendente,Web,Campinas,Lucas
451,2025-02-04,71906252028,Financiamento,18681.0,Pendente,App,Sao Paulo,Ana
452,2025/01/24,72812477352,Emprestimo,7087.0,Aprovado,App,Campinas,Ana
453,2025-01-04,95191430002,Financiamento,82084.0,Aprovado,App,Recife,Lucas
454,2025/03/02,43157916007,Cartao,84467.0,Aprovado,Agencia,Porto Alegre,Carlos
455,2025/01/16,77817339539,Financiamento,,Aprovado,Web,Porto Alegre,Marcos
456,2025/02/05,47893413833,Cartao,,Aprovado,Agencia,Recife,Lucas
457,2025/01/22,58401533954,Financiamento,,Aprovado,App,Curitiba,Marcos
458,05/01/2025,85595810739,Cartao,,Pendente,Agencia,Porto Alegre,Ana
459,2025-02-27,55156399147,Financiamento,,Pendente,Web,Porto Alegre,Julia
460,01/01/2025,28207987309,Financiamento,19665.0,Negado,Agencia,Rio de Janeiro,Fernanda
461,2025/02/07,15805121470,Financiamento,,Negado,Web,Salvador,Fernanda
462,2025-01-14,30531472725,Financiamento,,Pendente,Web,Belo Horizonte,Lucas
463,2025-01-27,50457637951,Financiamento,,Negado,App,Recife,Marcos
464,2025-02-12,94821564442,Emprestimo,,Aprovado,Agencia,Fortaleza,Ana
465,2025/01/21,25903981470,Cartao,,Aprovado,App,Salvador,Fernanda
466,2025/01/12,94435450667,Cartao,,Pendente,App,Salvador,Carlos
467,19/02/2025,38074183151,Financiamento,,Aprovado,Agencia,Curitiba,Marcos
468,2025-01-31,36367572682,Emprestimo,67886.0,Aprovado,Web,Salvador,Ana
469,2025-02-19,20397853737,Emprestimo,44022.0,Negado,Web,Sao Paulo,Lucas
470,11/02/2025,91461453037,Financiamento,119155.0,Aprovado,Agencia,Salvador,Marcos
471,2025/02/05,47416664593,Financiamento,79328.0,Negado,App,Campinas,Fernanda
472,2025-01-26,26573641885,Financiamento,32268.0,Negado,App,Belo Horizonte,Fernanda
473,2025-01-28,46248272866,Cartao,18568.0,Pendente,App,Fortaleza,Carlos
474,2025-02-16,46436528034,Emprestimo,62051.0,Aprovado,App,Sao Paulo,Ana
475,2025/02/13,17988958055,Cartao,2830.0,Aprovado,Web,Recife,Carlos
476,2025-02-03,74678221140,Emprestimo,8263.0,Negado,App,Porto Alegre,Lucas
477,2025-02-12,83446206392,Emprestimo,46477.0,Pendente,Web,Curitiba,Lucas
478,2025-02-08,63970040096,Emprestimo,61794.0,Aprovado,Agencia,Salvador,Marcos
479,2025-02-28,25131434074,Cartao,,Aprovado,App,Salvador,Marcos
480,2025-02-25,34198020052,Cartao,1442.0,Aprovado,Web,Curitiba,Lucas
481,20/01/2025,74777495986,Cartao,14661.0,Aprovado,App,Rio de Janeiro,Julia
482,2025-01-06,30831796950,Emprestimo,117521.0,Negado,Agencia,Curitiba,Marcos
483,2025/01/17,37428177655,Cartao,,Aprovado,Agencia,Belo Horizonte,Marcos
484,2025/02/17,77915002846,Emprestimo,,Negado,App,Recife,Julia
485,2025/02/27,29495630152,Cartao,34562.0,Pendente,App,Porto Alegre,Marcos
486,2025-02-22,56941920482,Cartao,114529.0,Negado,Agencia,Rio de Janeiro,Lucas
487,2025-03-01,38600057358,Emprestimo,13700.0,Pendente,App,Recife,Fernanda
488,2025-02-16,46964836571,Financiamento,92175.0,Pendente,Agencia,Salvador,Lucas
489,2025-01-02,68371789503,Emprestimo,1713.0,Aprovado,App,Salvador,Ana
490,27/02/2025,27837897681,Cartao,,Aprovado,Web,Belo Horizonte,Julia
491,2025/03/01,97893170579,Emprestimo,12237.0,Aprovado,Agencia,Fortaleza,Fernanda
492,07/02/2025,82729080123,Financiamento,33756.0,Pendente,App,Goiania,Marcos
493,2025-02-27,51247112603,Emprestimo,,Aprovado,Web,Goiania,Marcos
494,2025/02/03,29964570100,Emprestimo,3749.0,Negado,Agencia,Sao Paulo,Marcos
495,2025-02-24,35669971360,Financiamento,,Pendente,Agencia,Porto Alegre,Marcos
496,2025/02/12,24784318842,Cartao,85671.0,Pendente,App,Campinas,Julia
497,2025/01/18,58416378924,Emprestimo,10772.0,Negado,Web,Recife,Ana
498,13/01/2025,28869938635,Emprestimo,19225.0,Pendente,Agencia,Goiania,Fernanda
499,16/02/2025,25748005828,Cartao,,Aprovado,Web,Belo Horizonte,Julia
500,30/01/2025,86188225885,Financiamento,1026.0,Aprovado,App,Goiania,Marcos
501,2025/02/14,30214143724,Emprestimo,,Aprovado,Agencia,Goiania,Carlos
502,2025-01-24,82961086700,Financiamento,2961.0,Aprovado,App,Porto Alegre,Fernanda
503,07/01/2025,22640977371,Emprestimo,7571.0,Aprovado,App,Sao Paulo,Julia
504,05/02/2025,28614846126,Financiamento,5473.0,Pendente,App,Rio de Janeiro,Marcos
505,2025/01/22,29065878753,Emprestimo,17298.0,Negado,Web,Recife,Marcos
506,2025-02-20,20387821014,Emprestimo,5667.0,Negado,Agencia,Recife,Lucas
507,2025-01-27,60842673778,Emprestimo,9046.0,Aprovado,Web,Belo Horizonte,Lucas
508,2025/02/23,48077559276,Cartao,32197.0,Pendente,Web,Campinas,Carlos
509,2025-02-04,46772724818,Financiamento,35866.0,Aprovado,App,Porto Alegre,Fernanda
510,2025/03/01,38455902213,Emprestimo,6300.0,Aprovado,Web,Porto Alegre,Marcos
511,2025-02-26,70495361739,Financiamento,66285.0,Aprovado,App,Goiania,Julia
512,2025-01-20,81543290900,Emprestimo,,Pendente,App,Sao Paulo,Ana
513,2025-01-15,39766148537,Cartao,54731.0,Negado,Agencia,Sao Paulo,Julia
514,2025-02-05,74471818439,Financiamento,9143.0,Negado,Agencia,Rio de Janeiro,Ana
515,2025/01/31,47028587102,Cartao,,Pendente,Web,Recife,Ana
516,2025/01/20,34263002856,Emprestimo,2053.0,Aprovado,Web,Sao Paulo,Fernanda
517,2025/01/09,14371699948,Financiamento,2785.0,Aprovado,App,Porto Alegre,Marcos
518,2025/02/27,21650774945,Financiamento,,Pendente,App,Belo Horizonte,Marcos
519,2025-01-31,63342891622,Emprestimo,,Pendente,Web,Recife,Ana
520,2025/01/04,10931613533,Emprestimo,56390.0,Pendente,App,Porto Alegre,Ana
521,02/03/2025,94071161589,Emprestimo,25918.0,Aprovado,Agencia,Campinas,Fernanda
522,08/01/2025,70237083974,Cartao,13430.0,Negado,App,Curitiba,Lucas
523,31/01/2025,64971657618,Emprestimo,,Pendente,Web,Recife,Carlos
524,2025/02/14,38142733692,Emprestimo,21137.0,Pendente,Web,Goiania,Julia
525,2025/02/05,21488107100,Emprestimo,94236.0,Aprovado,App,Fortaleza,Lucas
526,2025-01-03,17179542553,Emprestimo,,Negado,Web,Rio de Janeiro,Ana
527,2025/02/09,21490542654,Cartao,2566.0,Negado,App,Sao Paulo,Lucas
528,2025-01-15,99848559710,Emprestimo,72846.0,Pendente,Web,Goiania,Julia
529,2025-01-10,88207122510,Financiamento,5046.0,Aprovado,Web,Salvador,Julia
530,2025/02/06,57164152706,Cartao,,Negado,App,Rio de Janeiro,Carlos
531,2025/01/19,31036320938,Cartao,13867.0,Negado,App,Recife,Julia
532,17/02/2025,46887775904,Cartao,61725.0,Pendente,Agencia,Sao Paulo,Carlos
533,22/01/2025,97016505550,Cartao,3465.0,Pendente,App,Rio de Janeiro,Fernanda
534,2025-02-05,40178996511,Cartao,2043.0,Pendente,Web,Salvador,Ana
535,2025/01/05,25145477750,Emprestimo,61526.0,Pendente,App,Salvador,Carlos
536,06/02/2025,33705377416,Financiamento,,Pendente,App,Curitiba,Fernanda
537,2025/02/20,57168717050,Emprestimo,100164.0,Negado,Agencia,Porto Alegre,Lucas
538,2025-01-29,21804203735,Emprestimo,,Aprovado,Agencia,Campinas,Fernanda
539,2025/02/15,37949589058,Cartao,84665.0,Aprovado,Agencia,Curitiba,Fernanda
540,2025/01/23,15901084510,Emprestimo,4345.0,Pendente,Agencia,Rio de Janeiro,Carlos
541,2025-02-15,28211275275,Cartao,83564.0,Negado,App,Sao Paulo,Marcos
542,2025-02-21,68135454351,Cartao,48007.0,Aprovado,Agencia,Belo Horizonte,Marcos
543,19/02/2025,85129923402,Financiamento,,Pendente,Web,Recife,Lucas
544,2025/02/07,63172782662,Financiamento,11738.0,Aprovado,App,Porto Alegre,Lucas
545,03/02/2025,53401235290,Financiamento,,Aprovado,Web,Porto Alegre,Carlos
546,02/01/2025,29012216519,Cartao,118096.0,Negado,App,Sao Paulo,Ana
547,08/01/2025,92185908602,Cartao,92245.0,Aprovado,App,Goiania,Marcos
548,08/02/2025,67587456574,Financiamento,,Negado,Agencia,Recife,Carlos
549,02/01/2025,92649437348,Financiamento,59730.0,Negado,Web,Porto Alegre,Fernanda
550,2025-01-16,90291007448,Financiamento,30288.0,Pendente,App,Salvador,Fernanda
551,02/02/2025,92380386232,Cartao,10814.0,Pendente,Web,Belo Horizonte,Marcos
552,2025-02-02,60496892386,Cartao,66163.0,Pendente,App,Fortaleza,Marcos
553,15/01/2025,90775677994,Financiamento,,Pendente,Web,Curitiba,Carlos
554,2025-02-07,11833491563,Financiamento,39401.0,Negado,Web,Campinas,Lucas
555,2025-02-02,13120602525,Cartao,,Negado,App,Sao Paulo,Fernanda
556,2025/03/02,37055348765,Emprestimo,90450.0,Negado,Web,Belo Horizonte,Julia
557,24/02/2025,33567380624,Cartao,,Negado,Web,Porto Alegre,Marcos
558,2025-01-09,92066582624,Emprestimo,,Negado,App,Porto Alegre,Ana
559,2025-01-27,44759074796,Financiamento,31507.0,Negado,Agencia,Salvador,Carlos
560,2025-02-10,12302269106,Emprestimo,2953.0,Aprovado,App,Recife,Lucas
561,2025/01/15,51575012777,Emprestimo,,Pendente,Agencia,Recife,Julia
562,28/01/2025,97685867550,Financiamento,70808.0,Aprovado,Agencia,Sao Paulo,Julia
563,2025/01/31,52629624304,Financiamento,67935.0,Aprovado,Agencia,Rio de Janeiro,Carlos
564,18/02/2025,91771540531,Cartao,5166.0,Aprovado,App,Goiania,Lucas
565,2025/02/23,34592104776,Cartao,,Negado,Agencia,Recife,Fernanda
566,2025/02/09,20028035439,Financiamento,13648.0,Aprovado,App,Goiania,Julia
567,2025-02-10,33181393203,Financiamento,1573.0,Aprovado,Agencia,Sao Paulo,Marcos
568,2025/01/16,84833213837,Financiamento,3846.0,Aprovado,App,Campinas,Marcos
569,13/02/2025,68333825293,Financiamento,2031.0,Negado,App,Goiania,Marcos
570,16/01/2025,33445703935,Financiamento,,Pendente,App,Fortaleza,Marcos
571,2025/01/30,16919037104,Financiamento,16898.0,Aprovado,Agencia,Fortaleza,Julia
572,2025/02/14,50033901882,Emprestimo,102982.0,Aprovado,App,Recife,Fernanda
573,15/02/2025,58114353349,Emprestimo,47397.0,Negado,App,Curitiba,Fernanda
574,2025-01-02,90352931830,Cartao,,Negado,App,Salvador,Ana
575,2025-01-20,23160025117,Emprestimo,,Pendente,App,Recife,Carlos
576,11/01/2025,50073397204,Financiamento,8093.0,Pendente,Agencia,Curitiba,Julia
577,02/01/2025,11835904711,Emprestimo,9746.0,Negado,Agencia,Porto Alegre,Carlos
578,2025-02-23,20839460239,Cartao,92589.0,Negado,Web,Porto Alegre,Marcos
579,2025/02/19,38929230783,Financiamento,,Pendente,Agencia,Belo Horizonte,Julia
580,2025/02/20,15028781100,Financiamento,,Negado,Web,Rio de Janeiro,Carlos
581,2025/01/11,60850416247,Emprestimo,19702.0,Negado,Web,Curitiba,Fernanda
582,2025-02-03,51597628433,Financiamento,10771.0,Pendente,Agencia,Recife,Julia
583,2025/02/26,99699535329,Financiamento,96799.0,Pendente,App,Porto Alegre,Julia
584,2025-02-05,47406359558,Cartao,15162.0,Aprovado,App,Recife,Ana
585,12/01/2025,46708368709,Financiamento,,Aprovado,App,Sao Paulo,Ana
586,2025-01-12,54194923137,Emprestimo,46907.0,Aprovado,Web,Recife,Carlos
587,2025-02-06,16572369248,Emprestimo,,Negado,Web,Sao Paulo,Lucas
588,24/02/2025,84028991285,Cartao,,Negado,Web,Campinas,Marcos
589,18/01/2025,92155515139,Cartao,48421.0,Negado,Web,Porto Alegre,Lucas
590,20/02/2025,50907750596,Financiamento,69839.0,Negado,App,Sao Paulo,Julia
591,2025/02/10,72743991974,Financiamento,78591.0,Negado,Web,Campinas,Fernanda
592,2025/01/10,28953405269,Emprestimo,,Pendente,Agencia,Recife,Marcos
593,11/02/2025,96335700497,Financiamento,77561.0,Negado,Web,Campinas,Lucas
594,14/01/2025,81022914243,Financiamento,,Negado,App,Rio de Janeiro,Lucas
595,2025/01/14,69176436042,Emprestimo,,Pendente,App,Curitiba,Fernanda
596,2025-01-24,57136565521,Financiamento,,Pendente,App,Belo Horizonte,Julia
597,2025-01-19,57768783014,Cartao,19094.0,Negado,Web,Goiania,Fernanda
598,2025/01/10,49105418173,Financiamento,1631.0,Pendente,Agencia,Curitiba,Ana
599,04/01/2025,88991042958,Emprestimo,90059.0,Pendente,App,Rio de Janeiro,Julia
600,2025/02/14,15913555355,Emprestimo,10995.0,Negado,Agencia,Goiania,Fernanda
601,2025/02/04,98986703952,Financiamento,25955.0,Aprovado,App,Sao Paulo,Julia
602,2025/02/27,21326637126,Cartao,,Pendente,Web,Belo Horizonte,Marcos
603,2025/02/21,88322319305,Financiamento,4823.0,Pendente,Web,Belo Horizonte,Julia
604,2025/01/27,32892021059,Emprestimo,4252.0,Negado,Agencia,Campinas,Carlos
605,2025-01-29,68148287917,Financiamento,,Negado,App,Fortaleza,Fernanda
606,2025/02/08,74464080211,Emprestimo,15203.0,Negado,App,Recife,Lucas
607,2025/02/11,51668099993,Financiamento,11018.0,Negado,Agencia,Porto Alegre,Ana
608,14/01/2025,76529899981,Financiamento,18374.0,Negado,Web,Porto Alegre,Ana
609,2025/02/10,58604208022,Cartao,5210.0,Pendente,App,Fortaleza,Carlos
610,2025-03-01,10103446951,Financiamento,14605.0,Pendente,App,Porto Alegre,Julia
611,2025-02-18,88755534214,Emprestimo,74909.0,Aprovado,Web,Rio de Janeiro,Carlos
612,2025-02-17,17096227397,Emprestimo,57696.0,Pendente,Web,Fortaleza,Lucas
613,01/02/2025,96071988481,Emprestimo,8730.0,Pendente,Agencia,Campinas,Marcos
614,2025/02/20,75371118143,Emprestimo,2876.0,Pendente,Agencia,Curitiba,Julia
615,2025-01-25,98416100011,Financiamento,,Aprovado,Web,Rio de Janeiro,Fernanda
616,26/01/2025,32676810663,Emprestimo,66760.0,Aprovado,App,Campinas,Marcos
617,2025/01/09,37461187724,Cartao,57622.0,Pendente,Agencia,Sao Paulo,Carlos
618,14/01/2025,52513538174,Financiamento,78639.0,Negado,Agencia,Sao Paulo,Ana
619,2025-02-28,93627937158,Cartao,13998.0,Pendente,App,Campinas,Marcos
620,2025/02/06,11328291658,Emprestimo,98334.0,Aprovado,App,Rio de Janeiro,Julia
621,19/01/2025,75142206384,Cartao,66017.0,Negado,Web,Recife,Carlos
622,2025-02-22,35894145047,Emprestimo,21916.0,Aprovado,App,Sao Paulo,Fernanda
623,08/01/2025,92433292956,Financiamento,14387.0,Pendente,Agencia,Recife,Julia
624,2025/01/31,29012369038,Emprestimo,22370.0,Negado,Web,Porto Alegre,Ana
625,18/01/2025,34917428991,Emprestimo,,Pendente,Web,Sao Paulo,Carlos
626,2025-01-16,96768437342,Financiamento,46154.0,Negado,Agencia,Curitiba,Fernanda
627,2025-02-18,38816076202,Emprestimo,115589.0,Aprovado,App,Salvador,Lucas
628,2025/01/10,29843196536,Financiamento,,Aprovado,Web,Campinas,Ana
629,2025-02-02,74479658392,Cartao,75225.0,Aprovado,Agencia,Salvador,Marcos
630,09/01/2025,60575920101,Emprestimo,41904.0,Aprovado,App,Recife,Marcos
631,2025/01/23,41424829486,Financiamento,10832.0,Aprovado,Web,Rio de Janeiro,Ana
632,2025-02-09,80507478273,Cartao,,Negado,Web,Curitiba,Julia
633,2025/02/22,25634849816,Financiamento,16804.0,Negado,App,Fortaleza,Carlos
634,10/01/2025,94613114697,Cartao,,Aprovado,App,Porto Alegre,Marcos
635,2025/01/13,71723259016,Cartao,18993.0,Pendente,App,Curitiba,Fernanda
636,18/01/2025,24658840860,Cartao,51303.0,Pendente,App,Campinas,Fernanda
637,16/01/2025,93216792905,Financiamento,68501.0,Pendente,App,Sao Paulo,Ana
638,19/01/2025,45961491145,Cartao,,Negado,Web,Porto Alegre,Fernanda
639,2025-01-16,94156782251,Financiamento,,Pendente,Web,Campinas,Marcos
640,2025-01-01,73238397240,Emprestimo,118526.0,Negado,Agencia,Recife,Marcos
641,2025-02-01,98501232690,Cartao,61685.0,Aprovado,Web,Porto Alegre,Carlos
